86
      2.0000	8.21678165e-03
      2.0000	8.92993833e-03
      2.0000	9.86677671e-03
      2.0000	1.07418593e-02
      2.0000	1.13950643e-02
      2.0000	1.17751546e-02
      2.0000	1.19062762e-02
      2.0000	1.18531424e-02
      2.0000	1.16865209e-02
      2.0000	1.14674384e-02
      2.0000	1.12379501e-02
      2.0000	1.10253206e-02
      2.0000	1.08433901e-02
      2.0000	1.06967621e-02
      2.0000	1.05844038e-02
      2.0000	1.05023117e-02
      2.0000	1.04453456e-02
      2.0000	1.04072640e-02
      2.0000	1.03829622e-02
      2.0000	1.03683185e-02
      2.0000	1.03592575e-02
      2.0000	1.03521912e-02
      2.0000	1.03465270e-02
      2.0000	1.03403203e-02
      2.0000	1.03327086e-02
      2.0000	1.03230849e-02
      2.0000	1.03119758e-02
      2.0000	1.02994988e-02
      2.0000	1.02851653e-02
      2.0000	1.02702556e-02
      2.0000	1.02545485e-02
      2.0000	1.02386110e-02
      2.0000	1.02225753e-02
      2.0000	1.02067273e-02
      2.0000	1.01914612e-02
      2.0000	1.01764521e-02
      2.0000	1.01623516e-02
      2.0000	1.01490855e-02
      2.0000	1.01363017e-02
      2.0000	1.01243675e-02
      2.0000	1.01133354e-02
      2.0000	1.01033541e-02
      2.0000	1.00942034e-02
      2.0000	1.00854424e-02
      2.0000	1.00775720e-02
      2.0000	1.00705303e-02
      2.0000	1.00638897e-02
      2.0000	1.00580683e-02
      2.0000	1.00525386e-02
      2.0000	1.00472203e-02
      2.0000	1.00426906e-02
      2.0000	1.00387534e-02
      2.0000	1.00352579e-02
      2.0000	1.00317588e-02
      2.0000	1.00284918e-02
      2.0000	1.00260287e-02
      2.0000	1.00234843e-02
      2.0000	1.00211062e-02
      2.0000	1.00190295e-02
      2.0000	1.00170163e-02
      2.0000	1.00154998e-02
      2.0000	1.00140270e-02
      2.0000	1.00127251e-02
      2.0000	1.00110966e-02
      2.0000	1.00098293e-02
      2.0000	1.00092702e-02
      2.0000	1.00081612e-02
      2.0000	1.00071612e-02
      2.0000	1.00061270e-02
      2.0000	1.00058172e-02
      2.0000	1.00049113e-02
      2.0000	1.00045794e-02
      2.0000	1.00036980e-02
      2.0000	1.00033098e-02
      2.0000	1.00031066e-02
      2.0000	1.00024482e-02
      2.0000	1.00020300e-02
      2.0000	1.00018568e-02
      2.0000	1.00010060e-02
      2.0000	1.00007903e-02
      2.0000	9.99984052e-03
      2.0000	9.99965838e-03
      2.0000	9.99917457e-03
      2.0000	9.99860539e-03
      2.0000	9.99792821e-03
      0.0000	9.99792821e-03
