  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   1.0000000e+03   4.1368000e+01   1.8580000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   2.1000000e+03   1.0215000e+02   3.4349000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   5.0000000e+03   2.7397000e+02   6.6400000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   1.2000000e+04   6.7623000e+02   1.1780000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   2.6000000e+04   1.3568000e+03   1.7656000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   6.0000000e+04   2.5382000e+03   2.4002000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.5000000e+02   1.0000000e+00   1.0000000e+05   3.4722000e+03   2.6919000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   1.0000000e+03   4.1913000e+01   1.8620000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   2.1000000e+03   1.0306000e+02   3.4362000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   5.0000000e+03   2.7452000e+02   6.6351000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   1.2000000e+04   6.7641000e+02   1.1777000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   2.6000000e+04   1.3570000e+03   1.7652000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   6.0000000e+04   2.5383000e+03   2.3995000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -1.2000000e+02   2.0000000e+00   1.0000000e+05   3.4724000e+03   2.6907000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   1.0000000e+03   4.2276000e+01   1.8655000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   2.1000000e+03   1.0378000e+02   3.4382000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   5.0000000e+03   2.7524000e+02   6.6300000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   1.2000000e+04   6.7641000e+02   1.1775000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   2.6000000e+04   1.3570000e+03   1.7654000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   6.0000000e+04   2.5382000e+03   2.4001000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -9.0000000e+01   3.0000000e+00   1.0000000e+05   3.4722000e+03   2.6918000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   1.0000000e+03   4.2638000e+01   1.8726000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   2.1000000e+03   1.0505000e+02   3.4444000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   5.0000000e+03   2.7651000e+02   6.6249000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   1.2000000e+04   6.7677000e+02   1.1768000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   2.6000000e+04   1.3572000e+03   1.7650000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   6.0000000e+04   2.5385000e+03   2.3998000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -6.0000000e+01   4.0000000e+00   1.0000000e+05   3.4728000e+03   2.6911000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   1.0000000e+03   4.3001000e+01   1.8775000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   2.1000000e+03   1.0596000e+02   3.4492000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   5.0000000e+03   2.7778000e+02   6.6198000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   1.2000000e+04   6.7677000e+02   1.1758000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   2.6000000e+04   1.3566000e+03   1.7645000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   6.0000000e+04   2.5376000e+03   2.3997000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02  -3.0000000e+01   5.0000000e+00   1.0000000e+05   3.4717000e+03   2.6916000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   1.0000000e+03   4.3183000e+01   1.8810000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   2.1000000e+03   1.0651000e+02   3.4528000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   5.0000000e+03   2.7869000e+02   6.6186000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   1.2000000e+04   6.7713000e+02   1.1753000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   2.6000000e+04   1.3568000e+03   1.7639000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   6.0000000e+04   2.5378000e+03   2.3989000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   0.0000000e+00   6.0000000e+00   1.0000000e+05   3.4717000e+03   2.6904000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   1.0000000e+03   4.3001000e+01   1.8774000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   2.1000000e+03   1.0596000e+02   3.4491000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   5.0000000e+03   2.7778000e+02   6.6198000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   1.2000000e+04   6.7677000e+02   1.1758000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   2.6000000e+04   1.3566000e+03   1.7645000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   6.0000000e+04   2.5376000e+03   2.3997000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   3.0000000e+01   7.0000000e+00   1.0000000e+05   3.4717000e+03   2.6916000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   1.0000000e+03   4.2638000e+01   1.8720000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   2.1000000e+03   1.0505000e+02   3.4433000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   5.0000000e+03   2.7651000e+02   6.6228000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   1.2000000e+04   6.7641000e+02   1.1765000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   2.6000000e+04   1.3566000e+03   1.7648000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   6.0000000e+04   2.5378000e+03   2.3996000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   6.0000000e+01   8.0000000e+00   1.0000000e+05   3.4720000e+03   2.6911000e+03   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   9.0000000e+01   9.0000000e+00   1.0000000e+03   4.2276000e+01   1.8656000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   9.0000000e+01   9.0000000e+00   2.1000000e+03   1.0378000e+02   3.4382000e+02   2.0000000e+01   2.0000000e+01
  -1.5800000e+02   9.0000000e+01   9.0000000e+00   5.0000000e+03   2.7524000e+02   6.6301000e+02   2.0000000e+01   2.0000000e+01
